HAB;WC;M2C;EST;AA;ARME;TERZ;INEX;ORIE;GJE;TRAS;ASC;PISC;ZV;PV
3;2;94;0;1;1;1;2;3;1;1;0;1;1;101.850
3;2;88;2;1;1;1;2;15;1;1;0;1;1;101.100
2;1;108;0;1;1;1;0;15;1;1;1;1;1;101.000
3;2;145;0;1;1;1;2;15;1;1;1;1;1;100.500
2;2;97;2;1;1;1;2;15;1;0;0;1;1;100.500
2;1;97;0;1;1;1;2;15;1;1;1;1;1;100.500
6;1;130;2;1;1;1;2;15;1;1;1;1;1;100.400
2;1;66;0;0;1;1;2;15;0;1;0;1;1;100.300
2;1;75;0;1;1;1;0;15;1;1;0;1;1;100.000
3;2;100;0;1;1;0;0;15;0;0;0;1;1;100.000
2;1;50;0;1;0;1;0;0;0;0;1;1;1;100.000
3;1;66;0;1;0;1;2;15;1;1;1;1;1;100.000
3;2;70;0;1;1;0;0;12;1;1;0;1;1;100.000
3;2;90;0;1;0;0;0;0;1;1;0;0;0;100.000
1;1;50;0;1;1;0;0;3;0;0;0;1;1;100.000
3;2;110;0;1;1;0;0;15;0;1;1;1;1;100.000
2;1;76;0;1;0;1;0;11;1;1;1;1;1;100.000
2;1;75;2;1;1;1;2;15;1;1;0;1;1;100.000
2;1;66;0;1;0;1;2;15;1;1;0;0;1;100.000
2;1;70;0;1;1;1;0;15;1;1;0;1;1;100.000
1;1;109;0;1;0;1;0;15;1;1;1;1;1;100.000
2;1;70;0;1;0;1;0;15;0;0;0;1;1;100.000
2;1;80;2;1;1;0;0;0;0;0;1;0;1;99.999
3;2;90;0;0;0;1;2;11;1;1;0;1;1;99.900
3;2;80;0;0;0;1;0;6;1;1;0;0;0;99.850
4;1;103;0;1;1;1;2;15;1;0;0;1;1;99.800
3;1;77;0;0;1;0;0;15;1;1;1;1;1;99.600
3;2;72;0;1;1;0;0;15;0;1;1;1;1;99.500
3;1;80;0;0;0;0;0;1;0;0;0;1;1;99.000
3;2;90;0;0;1;1;0;1;0;0;0;1;0;99.000
3;2;88;0;0;0;1;0;15;0;1;1;1;1;99.000
3;2;155;0;1;0;0;0;14;0;0;0;1;1;99.000
2;2;67;0;1;0;1;0;1;1;1;0;1;1;99.000
3;1;75;0;1;1;0;0;15;1;1;0;1;1;99.000
1;1;57;2;1;1;1;0;15;1;0;0;1;1;99.000
3;2;117;2;1;1;1;2;15;1;1;0;1;1;99.000
3;2;100;0;1;0;0;0;15;0;0;1;1;0;98.900
4;2;117;0;1;1;0;1;15;1;0;0;1;1;98.700
3;2;90;0;0;0;1;0;2;0;1;0;1;0;98.500
3;1;105;0;0;0;1;0;15;1;0;1;1;1;98.500
3;2;114;2;1;1;1;2;15;1;1;1;1;1;98.300
3;1;106;2;1;1;0;0;15;1;1;0;1;1;98.200
3;1;90;0;1;0;1;2;15;1;1;0;1;1;98.000
3;2;110;0;0;1;0;0;6;0;0;0;1;1;98.000
5;1;110;0;0;1;1;0;15;1;1;1;1;1;98.000
2;1;87;0;1;0;0;0;15;1;1;0;0;0;98.000
4;2;141;0;0;0;0;0;0;0;0;0;1;1;98.000
2;2;126;0;1;1;0;0;15;1;1;1;0;0;97.100
3;2;100;0;1;1;1;0;15;0;0;0;1;0;97.000
3;1;75;1;1;1;1;2;15;1;1;1;1;1;96.000
3;1;88;0;1;1;1;2;15;1;1;1;1;1;95.550
3;2;70;0;1;1;0;0;1;1;1;0;1;1;95.500
2;1;71;0;1;1;1;2;11;1;1;1;1;1;95.115
3;1;84;0;1;1;0;0;3;1;0;0;1;1;95.000
1;1;52;0;1;1;0;0;1;0;0;1;1;0;95.000
3;2;100;0;1;1;0;0;15;0;0;0;1;1;95.000
4;2;108;0;1;1;1;0;15;1;1;0;1;1;95.000
2;2;60;0;1;1;1;0;15;0;1;0;0;1;95.000
3;2;105;0;0;0;0;0;2;0;0;1;1;1;95.000
3;1;160;0;0;1;1;2;15;1;1;0;1;1;95.000
3;2;112;0;1;0;0;0;15;1;0;0;1;1;95.000
4;2;130;0;0;0;1;0;15;1;1;0;1;1;95.000
3;2;133;0;1;0;0;1;2;0;1;1;1;1;95.000
4;2;85;0;0;1;0;0;3;1;1;0;1;1;95.000
4;1;90;0;1;1;0;0;2;0;1;1;1;1;95.000
2;1;75;0;0;0;1;0;1;0;1;0;0;0;95.000
2;1;76;0;1;0;1;0;1;0;1;0;0;0;95.000
4;2;90;0;1;1;1;0;15;1;1;0;1;1;95.000
2;1;60;0;1;1;0;0;15;0;0;0;1;1;95.000
2;2;75;2;1;0;1;2;2;1;0;1;1;1;95.000
3;1;90;0;1;1;1;0;11;1;1;0;1;1;94.999
2;2;90;0;1;0;0;0;1;0;0;0;0;0;94.999
3;2;129;0;0;0;0;0;15;1;0;0;1;1;94.900
3;1;70;0;1;1;1;0;15;1;1;1;1;1;94.500
2;3;78;0;1;1;1;2;15;1;1;0;1;1;94.500
1;1;53;0;0;0;0;0;15;0;1;0;0;0;94.000
4;2;116;0;1;0;1;0;3;0;1;0;1;1;94.000
2;1;50;0;1;1;1;0;15;1;1;1;1;1;94.000
2;1;60;0;1;1;1;2;6;1;1;0;1;1;93.450
2;1;72;1;1;1;1;2;5;1;1;0;1;1;93.450
3;1;84;0;1;1;1;2;15;1;1;1;1;1;93.450
3;2;115;0;1;0;0;0;15;0;1;0;1;1;93.267
3;1;70;0;1;0;0;0;1;1;1;1;1;0;93.150
2;1;74;0;0;0;0;0;3;0;1;0;0;0;93.000
3;2;90;0;1;1;1;0;15;0;0;1;1;1;93.000
3;2;75;0;0;1;0;0;15;0;0;0;1;1;93.000
2;2;50;0;1;0;0;0;2;0;1;1;1;1;93.000
2;2;75;0;1;1;0;0;0;0;0;0;1;1;93.000
3;1;70;0;1;1;0;0;15;1;1;1;1;1;93.000
2;2;65;0;0;0;0;0;1;1;1;0;1;1;93.000
2;1;75;0;1;1;1;0;15;1;1;0;0;0;92.900
3;1;73;2;1;0;1;2;15;1;1;1;1;1;92.650
3;1;108;0;1;1;1;2;15;1;1;0;1;1;92.400
3;2;80;0;0;1;1;2;15;1;1;0;1;1;92.300
4;1;125;1;1;1;0;0;15;1;1;1;1;1;92.200
3;2;101;1;1;1;1;0;15;1;1;0;1;1;92.000
3;1;91;1;1;1;1;0;15;1;1;1;0;1;91.915
3;1;135;1;1;1;1;2;15;0;0;1;1;1;91.800
3;1;115;0;1;1;1;2;15;1;1;0;1;1;91.773
1;1;63;0;1;1;1;1;15;1;1;0;1;1;91.700
3;1;88;0;1;1;1;2;15;1;1;0;1;1;91.350
2;1;55;0;1;0;1;0;15;1;1;1;0;1;91.000
4;2;116;2;0;1;1;2;15;1;1;0;1;1;91.000
4;2;131;2;1;1;1;2;15;1;1;1;1;1;91.000
3;1;99;0;1;1;0;0;15;1;1;1;1;1;90.500
3;2;112;0;1;1;1;2;15;1;1;1;1;1;90.317
2;2;98;0;1;0;1;0;11;1;1;1;1;1;90.000
5;1;110;0;1;0;0;0;1;1;1;1;1;1;90.000
4;2;102;0;0;0;1;0;15;0;1;0;1;1;90.000
3;2;110;0;1;0;1;0;15;0;0;0;1;1;90.000
3;2;86;0;1;1;0;0;11;1;0;1;1;1;90.000
3;1;90;0;1;1;1;0;15;0;1;1;1;1;90.000
3;1;100;0;1;1;1;0;15;1;0;0;1;1;90.000
2;1;65;0;1;1;1;0;15;1;0;1;1;1;90.000
2;2;62;1;1;1;1;2;15;1;1;0;1;1;90.000
3;2;97;0;1;1;0;0;15;1;1;1;1;1;90.000
2;1;65;0;1;0;0;0;2;0;1;1;0;0;90.000
2;1;50;0;1;1;0;0;0;0;1;0;0;0;90.000
2;2;85;2;0;1;0;0;2;0;0;1;1;1;90.000
3;2;103;0;1;1;1;0;1;1;1;0;1;1;90.000
3;1;80;0;1;1;1;0;15;1;1;0;1;1;90.000
3;1;109;0;1;1;1;2;15;1;1;2;1;1;90.000
2;1;75;0;1;0;1;0;2;0;0;0;1;1;90.000
4;2;105;0;0;0;1;0;1;1;0;1;1;1;90.000
4;2;125;0;1;1;1;2;11;1;1;0;1;1;90.000
3;1;100;0;1;1;0;0;15;1;1;0;1;1;90.000
3;2;130;0;0;0;1;0;15;1;1;0;1;0;90.000
2;1;73;0;1;1;1;0;15;1;1;0;1;1;90.000
2;2;100;0;0;1;1;0;0;1;0;0;1;1;90.000
2;1;74;2;1;1;1;0;12;1;1;1;1;1;90.000
1;1;40;0;1;1;0;0;15;1;1;1;1;0;90.000
3;2;95;0;0;0;0;0;15;0;1;0;1;0;90.000
2;2;75;0;1;1;1;0;1;1;0;0;1;1;90.000
3;2;110;2;1;1;1;2;15;1;1;0;1;1;90.000
2;2;80;0;0;0;0;0;0;0;0;0;0;1;90.000
4;2;100;0;0;1;0;0;3;1;1;0;1;1;90.000
3;1;85;0;1;0;0;0;15;0;1;0;0;0;90.000
4;1;94;0;1;1;1;0;15;1;1;1;1;1;90.000
3;1;82;0;1;1;1;0;15;1;1;0;1;1;90.000
3;1;120;0;0;1;1;0;2;1;1;0;1;1;90.000
3;2;150;0;0;0;1;0;15;0;0;1;1;1;90.000
3;2;81;0;1;1;1;0;15;0;0;0;0;0;90.000
4;1;90;0;0;1;0;0;15;1;0;1;1;1;90.000
2;1;65;0;0;0;0;1;3;0;1;0;0;1;90.000
3;1;79;0;1;0;1;2;15;1;1;1;1;1;90.000
4;2;126;0;1;1;1;2;15;1;1;0;1;1;89.900
3;1;132;0;0;0;1;2;15;1;1;0;1;1;89.900
2;1;70;0;1;1;0;0;15;1;1;0;1;1;89.680
2;1;51;0;1;1;1;2;15;1;1;0;1;1;89.639
3;1;80;0;0;1;0;0;15;1;1;1;1;1;89.500
3;2;115;2;1;1;1;2;15;1;1;0;1;1;89.300
3;2;124;2;1;1;1;2;11;1;1;1;0;1;89.046
3;2;80;0;1;1;0;0;15;1;1;0;1;1;89.000
3;2;110;0;0;0;1;0;5;0;0;0;1;1;89.000
3;1;85;0;1;1;1;0;15;1;1;0;1;1;89.000
1;1;40;0;1;0;1;2;15;1;1;0;1;1;89.000
2;1;80;0;1;1;1;0;15;1;1;0;0;1;89.000
3;2;91;0;1;0;1;2;15;0;1;0;1;1;89.000
2;1;70;2;1;0;1;2;15;1;0;1;1;1;89.000
2;1;54;2;1;0;1;2;15;1;0;2;0;1;89.000
2;1;65;2;0;1;1;2;15;0;1;0;1;0;89.000
4;2;97;0;1;0;0;0;1;0;0;0;1;0;89.000
3;2;230;2;1;1;0;0;15;1;0;1;1;1;88.900
3;2;113;0;1;1;0;0;15;0;1;1;1;1;88.600
2;1;80;0;1;1;1;2;1;1;1;0;1;1;88.200
2;2;83;0;1;1;1;2;15;1;1;0;1;1;88.200
2;2;83;0;1;1;1;2;3;1;1;0;1;1;88.200
3;1;90;0;0;1;0;0;15;1;1;1;1;1;88.000
2;2;76;0;1;0;1;0;2;1;1;0;1;1;88.000
2;1;83;1;1;0;1;2;15;1;1;1;1;0;88.000
2;1;72;0;1;0;1;0;15;0;0;0;1;1;88.000
1;1;60;0;1;1;1;2;15;1;1;1;1;1;88.000
2;1;58;0;1;1;1;2;15;1;1;0;0;0;87.500
3;2;90;0;1;1;1;2;1;1;1;1;1;1;87.280
2;1;69;0;1;1;1;2;15;0;0;2;1;1;87.262
2;1;81;2;1;1;1;2;15;1;1;0;1;1;87.200
3;2;80;0;0;0;0;0;1;1;1;0;0;0;87.000
3;2;140;0;1;1;0;0;15;0;1;1;1;1;87.000
1;1;39;0;1;0;0;0;15;0;1;0;1;0;87.000
2;1;71;0;1;1;1;2;2;1;1;1;1;1;86.746
3;2;110;0;1;1;1;2;5;1;1;0;0;1;86.532
3;2;97;0;0;0;1;1;3;1;1;1;1;0;86.500
3;1;65;0;1;1;0;0;6;1;1;0;1;1;86.000
2;1;68;2;1;1;1;2;15;1;1;1;1;1;86.000
3;1;125;0;1;1;1;0;15;1;1;1;1;1;86.000
3;2;127;0;1;1;1;0;15;1;1;0;1;1;85.946
4;1;120;0;1;1;1;2;15;1;1;1;1;1;85.760
3;1;107;0;1;1;1;2;15;1;1;2;1;1;85.500
2;2;94;2;1;1;1;2;15;1;0;0;1;1;85.200
2;1;80;0;1;1;0;0;15;1;1;0;0;1;85.050
3;1;117;0;1;1;1;2;15;1;1;0;1;1;85.050
4;1;113;0;1;1;1;2;15;1;1;0;1;1;85.050
1;1;49;0;1;1;1;2;5;1;1;1;1;1;85.050
2;1;81;0;0;0;1;0;4;1;1;1;1;1;85.000
3;2;85;0;1;1;1;2;0;0;1;0;1;1;85.000
2;1;70;0;1;1;1;0;12;1;1;1;1;1;85.000
4;1;90;0;1;1;1;0;15;1;0;1;1;1;85.000
3;2;115;0;0;0;1;0;2;0;0;0;1;1;85.000
3;1;95;0;1;1;1;0;15;1;0;0;1;1;85.000
4;2;110;0;1;0;0;0;1;0;1;0;1;1;85.000
2;2;58;2;1;1;1;2;15;1;1;1;1;1;85.000
4;1;85;0;1;0;1;0;15;1;1;1;1;1;85.000
3;1;94;0;1;1;1;0;15;1;0;1;1;1;85.000
3;2;83;0;0;0;0;0;2;1;0;1;1;1;85.000
3;2;100;0;0;1;1;0;1;0;0;0;1;1;85.000
3;1;85;0;1;0;1;0;15;1;1;0;1;1;85.000
3;1;65;0;1;1;1;1;1;1;1;0;1;1;85.000
2;1;82;0;1;1;1;2;15;1;1;1;1;1;85.000
3;3;90;0;1;0;0;0;4;1;0;0;1;1;85.000
3;2;119;0;0;0;0;0;2;0;0;0;1;1;85.000
2;1;80;0;1;1;1;0;15;0;0;1;1;1;85.000
1;1;52;0;0;0;1;0;15;1;1;1;1;1;84.900
3;1;73;1;1;1;1;2;12;1;1;0;1;1;84.566
3;1;80;0;1;1;1;2;15;0;1;0;1;1;84.100
2;1;85;1;1;1;0;0;15;1;1;1;1;1;84.000
2;1;70;1;1;1;1;0;15;1;1;0;1;1;84.000
2;1;81;0;1;0;1;2;15;1;0;0;1;1;84.000
2;2;71;2;1;1;1;2;15;1;1;2;1;1;84.000
4;1;106;0;1;1;1;2;0;1;1;0;1;1;84.000
2;1;65;0;1;0;1;0;15;1;1;0;1;1;83.000
3;1;84;0;1;1;1;2;15;1;1;1;1;1;83.000
3;2;125;0;1;1;1;2;15;1;1;0;1;1;83.000
1;1;55;0;0;1;0;0;12;1;1;0;1;1;83.000
3;1;70;0;0;0;0;1;15;0;0;1;1;1;83.000
3;1;80;0;0;0;1;0;14;1;1;0;1;1;83.000
3;1;85;1;1;1;0;0;1;1;1;0;1;1;83.000
2;1;70;0;1;0;0;0;1;0;0;0;0;0;83.000
4;2;100;0;1;1;1;0;15;0;0;0;1;1;83.000
4;1;105;2;1;0;1;0;15;1;1;0;1;1;83.000
2;1;72;0;1;1;1;0;15;1;1;0;1;1;82.900
2;2;87;2;1;1;1;2;15;0;0;0;0;1;82.100
3;1;96;2;1;1;1;2;15;1;1;0;1;1;82.035
3;2;130;2;1;1;1;0;15;1;1;0;0;1;82.000
3;1;79;0;1;1;1;1;0;0;1;1;1;1;82.000
3;1;82;0;1;0;1;0;15;1;1;1;1;1;82.000
1;1;56;0;1;1;0;0;15;1;1;0;1;1;81.900
3;1;89;0;1;1;1;2;15;1;1;0;1;1;81.900
2;1;51;0;1;1;1;2;15;0;1;0;1;1;81.900
2;1;63;2;1;1;1;2;15;1;1;0;0;1;81.500
2;1;68;0;1;1;1;2;15;1;1;0;1;1;81.500
3;2;108;0;1;1;1;2;15;1;1;0;1;1;81.250
3;2;113;2;1;1;1;2;15;1;0;0;1;1;81.000
2;2;75;2;1;1;1;2;15;1;1;1;1;1;81.000
3;1;112;2;1;1;1;2;15;1;1;1;1;1;81.000
3;2;85;0;1;1;1;2;15;1;1;0;1;1;80.928
3;2;93;0;1;1;1;2;15;1;1;0;1;1;80.800
2;1;67;0;1;1;1;2;15;1;1;1;1;1;80.759
3;1;132;1;1;1;1;2;5;1;1;1;1;1;80.750
3;2;113;2;1;1;1;2;15;0;0;0;1;1;80.600
2;2;84;2;1;1;0;0;15;0;1;0;0;0;80.500
1;1;68;0;1;1;1;2;3;1;1;0;1;1;80.423
2;1;77;2;1;1;1;2;15;1;0;0;1;1;80.100
3;2;101;1;1;0;0;0;15;1;0;0;1;1;80.000
2;1;70;0;1;0;0;0;15;1;1;1;1;1;80.000
3;1;95;2;1;1;1;2;15;1;1;0;1;1;80.000
4;1;90;0;1;1;1;0;15;1;1;1;1;1;80.000
3;1;96;0;1;1;0;0;1;1;0;0;1;1;80.000
3;1;96;0;1;0;0;0;15;1;0;1;1;1;80.000
3;2;102;0;1;1;0;0;15;0;1;0;1;1;80.000
3;1;72;0;1;1;1;0;15;1;0;0;1;1;80.000
2;2;90;0;0;0;0;0;2;1;0;0;1;1;80.000
3;1;80;0;0;0;0;0;4;1;0;0;1;1;80.000
3;2;100;0;1;1;1;2;15;1;1;0;1;1;80.000
2;1;70;0;1;0;1;0;15;1;1;0;1;1;80.000
1;1;45;0;1;1;0;0;2;1;1;0;0;0;80.000
3;1;88;2;1;1;1;2;15;1;0;2;1;1;80.000
3;1;70;0;1;1;1;0;15;1;0;1;1;1;80.000
3;1;76;1;1;1;1;0;15;1;0;0;1;1;80.000
1;1;50;0;1;0;1;0;1;1;1;1;1;1;79.900
3;2;90;0;1;0;0;0;2;1;1;0;1;1;79.900
2;1;68;2;1;1;0;0;15;1;1;1;0;1;79.900
2;1;67;0;1;1;0;0;3;1;0;0;1;1;79.680
2;1;58;0;1;1;0;0;3;1;0;0;1;1;79.680
2;1;59;0;0;0;1;0;1;1;1;0;1;1;79.500
1;1;44;0;1;0;1;0;11;1;1;0;0;1;79.500
4;2;163;0;1;1;1;2;15;1;1;0;1;1;79.200
5;2;122;2;1;1;1;2;15;1;1;0;1;1;79.200
1;1;75;0;1;1;1;0;15;1;1;1;1;1;79.000
3;2;92;0;1;1;1;0;3;0;0;0;1;1;79.000
3;1;80;0;1;0;0;0;1;1;0;0;1;1;79.000
3;1;66;0;1;0;0;0;15;0;1;1;0;1;79.000
3;1;163;2;1;1;1;2;15;1;1;1;1;1;79.000
2;1;55;0;1;1;1;0;15;1;1;0;1;0;79.000
2;1;42;0;1;1;1;2;15;1;1;1;1;1;79.000
3;2;119;1;1;1;1;2;15;1;1;0;1;1;78.750
3;1;93;0;1;1;1;2;15;1;1;0;1;1;78.750
2;2;83;0;1;0;0;0;15;0;1;0;0;0;78.300
3;1;70;0;1;0;1;1;15;1;0;1;1;0;78.000
2;1;50;0;0;0;0;0;15;1;1;0;1;1;78.000
1;1;70;0;1;0;1;2;15;1;1;0;1;1;78.000
4;2;125;0;1;0;0;0;1;1;1;1;1;1;78.000
3;1;75;0;1;1;0;0;2;1;1;0;1;1;78.000
1;1;40;0;1;0;1;1;1;1;0;0;1;1;78.000
3;1;116;0;0;1;0;0;2;0;1;0;1;1;78.000
4;1;94;2;1;1;0;0;15;1;1;2;1;1;78.000
3;2;112;2;1;1;1;2;15;1;0;0;1;1;78.000
2;1;50;0;0;0;1;0;15;1;1;0;1;1;78.000
3;2;83;2;1;0;1;2;15;1;0;0;1;1;78.000
2;1;61;0;1;1;1;2;11;1;1;0;1;1;77.700
3;1;94;0;1;1;1;2;15;1;1;1;1;1;77.700
3;2;75;2;1;1;1;2;15;1;1;0;1;1;77.500
3;1;79;2;1;1;1;2;15;1;1;0;1;1;77.300
2;1;52;0;1;0;1;0;15;1;0;0;1;1;77.000
3;1;70;0;1;1;1;2;2;1;1;1;1;1;77.000
3;1;135;0;1;0;0;0;1;0;0;1;1;1;77.000
4;1;115;0;1;1;1;2;2;1;1;0;1;1;76.950
3;2;94;0;1;1;1;2;15;1;1;0;1;1;76.700
4;2;139;0;1;1;1;2;15;1;1;2;1;1;76.500
3;1;83;1;1;0;1;2;15;1;1;0;1;1;76.500
2;2;111;0;1;1;0;0;1;0;0;0;1;1;76.000
3;2;75;2;1;1;1;2;15;1;1;0;1;1;76.000
3;1;80;0;0;0;0;0;5;1;1;1;1;1;76.000
3;1;92;0;1;1;1;2;15;1;1;1;1;1;76.000
2;1;120;2;1;1;1;2;15;1;1;1;1;1;76.000
3;1;76;0;1;1;1;2;15;1;1;1;0;1;75.816
4;2;114;0;1;1;1;2;15;0;0;2;1;1;75.807
2;1;75;0;1;1;1;2;15;0;0;0;1;1;75.700
3;1;87;0;1;1;1;0;15;0;1;0;1;1;75.700
3;2;95;1;1;0;1;0;6;1;1;0;1;1;75.670
3;1;104;0;1;1;1;2;15;1;1;0;1;1;75.600
2;2;73;0;0;1;1;2;15;1;1;0;0;1;75.600
3;2;86;2;1;1;1;2;15;1;1;0;1;1;75.075
3;1;97;1;1;1;1;1;15;1;0;1;1;1;75.000
2;2;75;0;1;1;0;0;15;0;1;0;1;1;75.000
3;2;82;0;1;1;0;0;1;0;1;0;1;1;75.000
1;1;77;0;1;0;1;0;1;1;1;1;1;1;75.000
1;1;50;0;1;1;0;0;15;1;1;0;1;1;75.000
2;1;60;0;1;1;1;0;2;0;1;0;1;1;75.000
1;1;71;0;1;1;1;0;15;1;1;1;1;1;75.000
1;1;50;0;1;1;0;0;3;0;0;0;1;0;75.000
2;1;38;0;1;1;1;0;14;1;1;1;1;1;75.000
2;1;70;0;1;1;0;0;0;1;1;1;1;1;75.000
3;2;112;0;1;1;0;0;15;1;1;2;1;1;75.000
3;1;65;0;1;1;1;2;15;1;0;1;1;1;75.000
2;1;75;0;0;0;0;0;2;1;1;0;1;1;75.000
2;1;70;0;0;1;1;2;15;1;1;0;1;1;75.000
3;2;114;0;0;1;0;0;15;1;0;1;1;1;75.000
3;1;75;0;1;1;0;0;11;1;1;1;1;1;75.000
2;1;80;0;0;0;1;0;15;1;0;1;1;1;75.000
3;2;75;2;1;1;0;0;5;1;1;0;1;1;75.000
2;2;130;0;0;0;0;0;15;1;1;0;1;1;75.000
3;1;106;0;1;1;1;2;15;1;1;1;1;1;75.000
2;2;75;0;1;0;1;0;3;0;0;0;1;1;75.000
3;2;72;2;1;1;1;2;15;1;1;0;1;1;75.000
2;1;80;0;0;0;1;0;15;1;1;0;1;1;75.000
2;1;73;0;1;0;0;0;11;1;1;0;0;0;74.900
3;1;88;0;1;1;1;2;15;1;1;1;1;1;74.862
3;1;83;0;1;1;1;2;15;1;1;0;1;1;74.800
3;1;82;1;1;1;1;2;2;1;1;0;1;1;74.800
3;2;76;2;1;1;1;2;15;1;1;0;1;1;74.500
3;2;73;2;1;1;1;2;15;1;1;0;1;1;74.500
3;1;70;0;0;1;0;0;15;1;0;0;1;1;74.000
3;1;70;0;1;1;1;0;3;1;0;1;1;1;74.000
2;1;119;2;1;1;1;2;15;1;1;0;1;1;74.000
3;1;80;2;1;0;1;0;15;1;1;0;1;1;74.000
2;1;56;0;1;1;0;0;15;0;1;1;0;1;73.000
1;1;65;0;0;0;1;0;10;1;0;0;1;1;73.000
3;1;91;1;1;0;1;0;1;1;1;0;1;1;72.500
4;2;113;0;1;1;1;2;15;1;1;0;1;1;72.400
3;1;90;1;1;1;1;2;5;1;1;1;1;1;72.121
2;1;54;0;1;1;0;1;15;1;1;1;1;1;72.000
3;1;106;0;0;0;1;2;3;1;0;0;1;1;72.000
3;1;110;0;1;1;1;0;3;1;0;0;1;1;72.000
4;1;108;0;0;0;0;0;15;1;1;1;1;1;72.000
3;1;100;0;1;1;0;1;15;1;1;0;1;1;72.000
3;1;93;0;1;1;0;0;15;1;1;0;1;1;71.500
3;1;118;1;0;1;1;2;15;1;1;1;1;1;71.300
4;2;132;1;1;1;1;0;3;1;1;0;1;1;71.250
2;2;84;2;0;0;1;0;15;1;1;0;0;0;71.100
2;1;80;0;1;0;0;0;15;1;0;1;1;1;71.000
4;2;90;0;1;0;1;0;15;0;0;0;1;1;71.000
3;2;108;0;1;1;1;2;11;1;1;1;1;1;71.000
2;2;71;0;0;0;0;0;1;1;1;0;1;1;71.000
3;1;105;0;1;0;1;2;15;1;1;1;1;1;71.000
3;1;77;0;1;1;1;0;15;1;1;0;1;1;70.800
2;1;72;0;1;1;1;2;2;1;1;0;1;1;70.350
2;1;67;2;1;1;1;2;15;0;1;0;1;1;70.300
2;1;85;0;0;0;1;0;1;1;1;0;1;1;70.000
2;1;56;0;0;1;1;0;1;1;1;0;1;1;70.000
1;1;50;1;1;1;0;0;2;1;1;0;1;1;70.000
3;1;70;0;1;0;1;0;15;1;1;1;1;1;70.000
2;1;60;0;1;1;1;0;15;1;1;1;1;1;70.000
2;1;80;0;1;1;1;0;15;1;1;0;1;1;70.000
1;1;48;0;1;1;0;0;1;1;1;1;1;1;70.000
3;2;112;0;1;1;0;0;0;1;1;0;1;1;70.000
3;1;80;0;1;1;0;0;2;1;1;1;1;1;70.000
3;1;69;1;1;0;1;1;13;1;1;0;1;1;70.000
3;2;99;0;1;0;1;0;15;0;0;1;0;0;70.000
3;1;76;1;1;1;1;2;15;1;1;1;1;1;70.000
3;2;100;0;1;1;0;0;15;0;1;0;1;1;70.000
3;2;80;0;0;1;0;0;15;0;0;0;1;1;70.000
3;2;75;0;1;1;1;0;11;1;1;0;1;1;70.000
3;2;116;0;0;0;1;0;15;0;1;0;1;1;70.000
2;1;80;2;1;1;1;2;15;1;0;0;1;1;70.000
1;2;60;0;0;0;0;0;15;1;1;0;1;1;70.000
3;1;70;1;0;0;1;0;15;1;1;1;1;1;70.000
3;1;88;2;1;1;0;0;15;1;0;1;1;1;70.000
3;2;74;2;1;1;1;2;15;1;1;0;1;1;69.900
2;1;55;0;1;1;1;2;15;1;1;0;1;1;69.400
2;1;72;0;1;1;1;2;15;1;1;1;1;1;69.300
2;1;80;0;1;1;1;2;15;1;1;0;1;1;69.000
1;1;66;1;1;1;0;0;15;0;1;1;1;1;69.000
2;1;70;0;1;0;0;0;1;1;0;1;1;1;69.000
2;1;65;0;1;1;0;0;14;1;0;0;1;1;69.000
4;2;135;2;1;1;1;2;15;1;0;0;1;1;69.000
1;1;40;2;1;1;1;2;15;1;1;0;0;0;69.000
3;2;120;0;1;1;0;0;15;0;1;0;0;1;69.000
3;1;84;0;1;0;1;2;15;1;1;1;1;1;69.000
3;1;49;0;1;1;1;2;15;1;1;1;1;1;68.761
3;1;87;2;1;1;1;2;15;1;1;2;1;1;68.500
3;1;87;1;1;1;1;1;15;1;1;0;1;1;68.500
4;2;150;1;1;1;0;0;15;1;1;1;1;1;68.300
3;1;99;1;1;1;1;2;15;1;1;1;1;1;68.250
2;1;81;0;1;1;1;2;0;1;1;1;1;1;68.250
2;1;70;0;1;1;1;2;15;1;1;0;1;1;68.218
3;1;85;0;1;1;0;0;0;1;1;2;1;1;68.000
3;1;58;0;1;1;1;2;15;1;1;0;1;1;68.000
1;1;50;0;0;1;1;0;0;1;1;1;0;1;68.000
2;1;68;0;1;0;0;0;2;1;1;1;1;1;68.000
3;1;84;0;0;0;1;0;15;1;0;1;1;1;68.000
3;2;90;0;0;1;1;0;2;1;1;0;1;1;68.000
3;1;110;2;1;1;1;2;15;1;1;0;1;1;68.000
2;2;71;2;1;0;1;2;15;1;0;0;1;1;68.000
2;1;70;0;0;0;0;0;2;0;0;0;1;1;68.000
3;2;124;2;1;1;1;2;15;1;0;1;1;1;67.300
4;1;90;1;0;0;1;0;15;1;1;1;1;1;67.260
1;1;41;2;1;1;1;0;15;0;1;0;1;1;67.245
2;2;96;2;1;1;1;2;15;1;1;0;1;1;67.000
2;1;54;0;1;1;1;0;15;1;1;0;1;1;67.000
2;1;75;0;0;0;1;0;15;1;0;1;1;1;67.000
3;1;80;0;1;0;0;0;15;1;1;1;1;1;67.000
2;1;74;1;1;1;1;2;15;1;1;0;0;1;66.829
2;1;66;0;1;0;1;0;15;1;1;0;1;1;66.500
2;1;74;0;1;1;1;2;15;0;1;0;1;1;66.385
2;1;74;0;1;1;1;2;15;1;1;1;1;1;66.150
